Faculty,Gender,Registration No.(20/1/400/D/178),Offering time,Year of Graduation,Campus,The Programme met my expectations,The programme curriculum was rich and work-oriented,There was a variety of electives to choose,My lecturers have been teaching regularly,I am competent to apply what I studied at Ndejje University in the field,Lecturers displayed knowledge of course content,Lecturers emphasized critical thinking,Lecturers were available for consultation outside class,Tests and exams were communicated in time for ample preparations,How would you rate the contribution of your mentor/Supervisor to the successes of your Research?,My research experience contributed to my academic success?,"Library facilities (atmosphere, available sitting, hours)","Library staff (assistance in research, effectively finding information, learning how to use the libraries)","Access to electronic library resources (databases, electronic journals, and electronic books)",The hostels facilities were conducive,The staff at the Dean of Students office were supportive during challenges,Students were encouraged to participate in co-curricular activities,The quality of meals was adequate,There were adequate counselling services in place,The Chaplaincy activities contributed to my spiritual welfare,Suggestion for Improvement of the above services provided,ICT staff have been available for assistance,Projectors were available for learning,There was an effective Public Address for my class,There was access to reliable internet at the Faculty,There was access to computer labs during the practical courses,Online learning (ODeL) experience,Overall Satisfaction with University Departments [VC and DVC offices],Overall Satisfaction with University Departments [Academic Registrarâ€™s office],Overall Satisfaction with University Departments [Finance/Accounts],Overall Satisfaction with University Departments [Students Guild services],Overall Satisfaction with University Departments [Chaplaincy],Overall Satisfaction with University Departments [Sports facilities and recreation services],Overall Satisfaction with University Departments [Kitchen Services],Overall Satisfaction with University Departments [University Health Services],Overall Satisfaction with University Departments [Halls of residence],Overall Satisfaction with University Departments [University Website and Social Media Platforms],Overall Satisfaction with University Departments [Science/Practical Laboratories],Overall Satisfaction with University Departments [Community Outreach services],Overall Satisfaction with University Departments [Security department],"4
Rate your overall experience about Ndejje University","2
How likely are you to recommend someone to join Ndejje University",Home District,Hall of Residence,Tution 
Faculty of Environment and Agricultural Sciences,Male,20/1/311/LD/715,Distance Learning,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Good,Agree,Good,Excellent,Poor,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Changes in food,Neutral,Agree,Disagree,Neutral,Agree,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,4,3,Wakiso,Yokaana,"3,000,000"
Faculty of Business Administration and Management,Female,20/1/318/D/424,Day,2023,Main Campus Luwero,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Excellent,Agree,Fair,Fair,Fair,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Students should be served with enough food,Agree,Disagree,Neutral,Agree,Disagree,Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,2,Kampala,Muteesa,"3,800,000"
Faculty of Science & Computing,Female,19/2/372/WJ/056,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,None,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Neutral,Very Satisfied,4,5,Wakiso,Akidua,"3,000,000"
Faculty of Social Sciences and Arts,Female,20/2/315/W/189,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Excellent,Agree,Excellent,Good,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Agree,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,5,4,Kampala,Ham Mukasa,"3,800,000"
Faculty of Science & Computing,Male,17/2/370/W/1566,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Good,Strongly agree,Good,Good,Good,Neutral,Agree,Neutral,Neutral,Agree,Neutral,not enough resources in the laboratories,Strongly agree,Agree,Agree,Disagree,Strongly agree,Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,3,3,Wakiso,Yokaana,"3,000,000"
Faculty of Business Administration and Management,Male,19/2/302/D/090,Day,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Counselling services,Strongly agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,4,3,Kampala,Muteesa,"3,800,000"
Faculty of Business Administration and Management,Male,19/3/309/D/790,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Neutral,Agree,Agree,Neutral,Agree,Neutral,No,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,2,2,Wakiso,Akidua,"3,000,000"
Faculty of Education,Male,20/2/301/w/494,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Fair,Fair,Average,Agree,Agree,Agree,Agree,Agree,Agree,Nothing,Agree,Agree,Agree,Agree,Agree,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,3,3,Kampala,Ham Mukasa,3500000
Faculty of Science & Computing,Male,20/2/356/W/318,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly agree,Good,Agree,Average,Good,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,none,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,4,4,Wakiso,Yokaana,4000000
Faculty of Education,Female,20/2/301/w/649,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Agree,Poor,Poor,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Nothing,Agree,Agree,Agree,Agree,Agree,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,4,Kampala,Muteesa,3000000
Faculty of Science & Computing,Female,20/2/359/W/462,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Fair,Strongly agree,Average,Fair,Fair,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Non,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Wakiso,Akidua,2500000
Faculty of Business Administration and Management,Male,21/2/212/D/376,Day,2023,Kampala Campus,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Average,Agree,Average,Average,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,To be applied to Kampala campus also,Neutral,Agree,Agree,Neutral,Agree,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,3,4,Kampala,Ham Mukasa,1500000
Graduate school,Male,22/2/420/W/470,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Good,Agree,Good,Good,Good,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Non,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Neutral,Very Dissatisfied,Satisfied,3,3,Wakiso,Akidua,1800000
Faculty of Business Administration and Management,Female,20/2/212/D/558,In-Service,2023,Kampala Campus,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Non,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,1,1,Kampala,Yokaana,3800000
Graduate school,Male,19/2/501/W/527,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Poor,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,5,5,Wakiso,Muteesa,2200000
Graduate school,Male,20/2/501/W/530,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Average,Good,Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,NA,4,Kampala,Akidua,1600000
Faculty of Business Administration and Management,Female,20/2/212/D/558,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Non,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,1,1,Wakiso,Ham Mukasa,2000000
Graduate school,Female,21/2/501/W/523,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,Kampala,Yokaana,2100000
Faculty of Social Sciences and Arts,Male,21/1/201/D/573,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Good,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,Balancing the daite or foods to eat,Agree,Agree,Agree,Agree,Agree,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,2,Wakiso,Muteesa,2300000
Faculty of Science & Computing,Male,19/2/314/E/114,Evening,2023,Kampala Campus,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Average,Neutral,Average,Fair,Average,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Provide enough facilities,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,3,3,Kampala,Akidua,1500000
Faculty of Social Sciences and Arts,Male,20/1/315/D/157,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Average,Agree,Average,Average,Average,Agree,Agree,Agree,Agree,Agree,Agree,Regular meetings and seeking of students opinions,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Wakiso,Ham Mukasa,1800000
Faculty of Education,Male,21/2/403/WJ/626,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good,Strongly agree,Good,Good,Excellent,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,NIL,Agree,Agree,Agree,Strongly agree,Strongly agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,5,5,Kampala,Yokaana,2200000
Faculty of Science & Computing,Female,20/2/314/D/169,Day,2023,Kampala Campus,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Average,Agree,Average,Average,Average,Agree,Agree,Agree,Agree,Agree,Agree,Different meals should be provided,Disagree,Disagree,Agree,Agree,Disagree,Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Satisfied,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,3,2,Wakiso,Muteesa,2500000
